,Recommended,Review,count_exc,Polarity
12404,1,longsleeved ordered fits true comfortable washed airdried retained outstanding red online ive,0,0.3775
12405,1,beautiful soft noted small odd big overall usual worked great cute,1,0.20327381
12406,1,great great soft large,1,0.246683673
12407,1,good looking ordered fit showed close fit spare good asymmetrical soft different,2,0.275
12408,1,comfortable bought gorgeous tried different loose casual,0,0.093006993
12409,1,petite little roomy spectacular ive many said sleekfeeling traditional able tiny ended regular worked loose,0,0.230742521
12410,1,great enjoying comfortable great dressed gotten great,2,0.6
12411,1,sweet light,2,0.241666667
12412,0,ordered online thought red true,0,0.283333333
12413,1,found fit tts looks great dressed nice go wrong sleeve goes overwhelming fitted last,0,0.161538462
12414,1,bought green bought casual stylish soft great,2,0.14
12415,1,undecided regular sloppy ordered suggested ordering falls heavy soft casual,0,-0.009090909
12416,1,gorgeous good detailing make extra special dressed worn wide tried,0,0.275714286
12417,1,great comfortable loose looking,2,0.420512821
12418,1,comfortable looks great sleeveless interesting adds,0,0.566666667
12420,1,made short pictured need love detailing pictured ordered great need get petite short broad,0,0.226547619
12421,1,made makes noted prepared,3,0.246428571
12422,1,great ordered last arrived beautiful original casual appears advertised looks great,0,0.353125
12423,0,beautiful mentioned returning much right beading coming cant bad paying much,0,0.344155844
12425,1,great basic great purchased flattering seem casual dressed,0,0.428571429
12426,1,big looks received numerous ive,0,0.214285714
12427,1,made flows neutral makes yellowgreen played decided tied shaped next,0,0.407291667
12428,0,love love washed gentle layed drynow small expected durable disappointing live,1,0.124592075
12429,1,beading comfortable mailed got saw snagged realize intricate fine sleeve,1,0.240740741
12431,1,perfect southern eveningslove loose,1,0.177884615
12432,1,thermal loose fit great,0,0.374358974
12433,1,staple flattering fit,0,0.116666667
12434,1,gorgeous loved online went local wanted get past short short highwaisted beautiful needed,1,0.180519481
12435,1,super stitching exchanging great,0,0.493333333
12436,1,nice great everyday great looks nice,6,0.52
12437,1,love love many comfortable unique planning ordering small ordered small made different,1,0.347916667
12438,1,cute looks great underneath open great camisole low depends large keep layering pleasing blue great,1,0.246875
12439,0,ordered big much ordered coral local different ill looks,0,0.08
12440,1,good expected big comfortable,2,0.186574074
12441,1,wanted much,1,0.233333333
12442,1,awesome great great wonderful bought second,5,0.529166667
12443,1,great adds updated touch itchy light,0,0.733333333
12444,0,boxy looking first came ordered ordered arrived tried looked,0,-0.092857143
12447,1,new got last love typical get tall sold decided regular usual great boyfriend able regular love ive worn waiting,0,0.191354724
12448,1,stunning stunning pattern,0,0.5
12449,1,stylish happens warm,1,0.533333333
12450,0,excited going go thin,0,-0.158928571
12451,1,great versatile relaxed frumpy looks great boyfriend great soft,0,0.566666667
12452,1,soft surprised beautiful opposite soft comfortable becoming new go,2,0.199025974
12456,1,individual remember first walked walking favorite found express love whimsical ordinary found add cart little happy filled,0,0.114772727
12457,1,comfortable flattering bought regular high tall arrived uncuffed different happy,2,0.366153846
12458,0,huge runs large ordered due ordered several,0,0.081547619
12460,1,swing got started wearing thinking staple swing washed looking crazy laundered several prominent looks left,0,0.130952381
12461,1,received purchased beautiful dressed excellent ordered sp kept sp elastic sure petite,0,0.575
12462,0,horrible fit looking simple stylish terrible upper tight uncomfortable,0,-0.035714286
12466,1,looking saw huge fitted says expecting little got soft wearing everyday love med large,1,0.236011905
12467,1,stylish heavy soft petite thin took flattering bought beige bright bright,0,0.148809524
12469,1,great fit great fit tiny want redoing send cuff big tacked left find proper,0,0.098717949
12471,1,great great getting tired skinny great,0,0.4
12473,1,soft ordered received great soft tall ft weighing got med perfect thinking getting,0,0.325
12474,1,small got xs small good looking sizing,0,0.005357143
12475,1,love looks itchy,1,0.416666667
12477,1,beautiful ordered tiny beautiful nice great fit good,0,0.5
12479,1,passed online soft adds feminine low know wearing happy,1,0.237301587
12480,1,looking needed gave tummy know saying appeared tiny made crossed swing cling mmmmmk natural going went purchased,3,0.275
12481,1,casual casual bought ivory true tight upper uncomfortable normal skinny see isolated worn loose,0,-0.105044955
12482,1,love soft thin worried happy skimming flattering full chested,2,0.261038961
12483,0,normal chinos tight loose big seem inch think,0,-0.016758242
12484,1,looked different sure expect fitted similar got small low,0,-0.011666667
12485,1,largebulky bottom purchased online ordered small keep little full low,0,0.122954545
12486,1,gorgeous flattering found fell save surprised applied happy makes feel sexy want,1,0.6
12487,1,great heavy great,0,0.5
12488,1,hard faded thrilled willing give great nice regular,0,0.345833333
12490,1,nice swing expected fitted fit great little,0,0.201785714
12492,0,large small ordered large great returning,0,0.255714286
12493,1,got great,1,0.65
12494,0,good long lean think good long lean wide made short weight little soft true,0,0.0875
12495,0,ordered pink small looking getting looked great nice good disappointed front flattering small build frankly good,0,0.197222222
12496,1,perfect found took comfortable small knew buying put great,1,0.38875
12497,1,great hard perfect wearing required uncuff right little helping find great,3,0.448164683
12498,0,nice ordered small usual huge make nice,0,0.325
12499,1,comfortable fit soft true,1,0.41875
12500,1,executed agree left interwoven ordered petite relaxed flattering,0,0.091666667
12501,1,swingy fit fitted skinny says looks faded washed many,0,0.3625
12502,1,perfect saw wanted belled ordered online happy perfect little,2,0.552083333
12503,1,nice got many big large small,2,0.210714286
12504,0,pictured website wish pink ordered right different garish pink brown remaindered bad adds funky,0,0.031746032
12505,1,beautiful seems run true came find rose lovely blonde true fine good commented stunning pink unusual old dried,0,0.345833333
12506,1,eyeing decided went roomy want see looks overall think great,0,0.283333333
12507,1,slim beautiful nice flattering dramatic returned hoping aline selfidentify,0,0.116666667
12508,1,love thin,0,0.2
12509,1,amazing rolled slight meaning perfect keep wearin little,1,0.236443452
12510,0,ive exclusive good nice upcoming wedding mismatched awful stunned swimming clipped tucked,0,-0.14
12511,1,super stylish darling super broad pulled ordered true failing accomodate athletic kept,2,0.112574405
12512,0,overwhelmed petite xsmall looked sloppy disliked made wanted perfect,0,0.195833333
12513,1,gorgeous purchased gorgeous made beautiful great true thrilled adorable,3,0.625
12514,0,fit little ordered pink tan bright woven soft appeared online short little ordered small,0,0.014583333
12515,1,wanted,1,0.32
12516,1,love bought seeing soft wore underneath small bought long,4,0.283333333
12517,1,made found run small returned much liked flattering,0,0.0875
12521,1,tried bought finding small say flattering ive needed got medium regular,1,0.097222222
12522,1,adorable cute adorable many ordered petite cropped,3,0.5
12524,1,flattering baby looks great curvy cinching perfect happy,1,0.7
12525,1,great oversized soft comfortable cute believe flattering,0,0.286
12526,0,beautiful purchased recent looking happy seemed looking ordered regular regular small fit ill fitting short shortwaisted,0,0.080769231
12527,1,beautiful comfortable comfortable makes light wonderful hot,1,0.592857143
12528,1,boxy soft,0,0.36
12529,1,disagree previous wrote buttondown large sizing purchased usual small intended love tight tend little modest comes seethrough,1,0.042596726
12530,1,say gorgeous think piece different sizing tried dressing trying got small looked fabulous fabulous,2,0.240934066
12532,1,misleading bought weigh pictured bought detailing tie cropped sleeve,0,0.11
12533,1,great great creative smallbusted able closureknotting innovative,0,0.491666667
12534,1,perfect ordered true made,2,0.733333333
12536,1,noticed made buying little beautiful soft give small big,0,-0.086061508
12537,1,nice heavy lounging comfortable,0,0.05
12538,1,tried small fit unusual small fitted flowing bottom little usual got got,0,0.073611111
12539,0,beautiful short loved found short tried sizing working longwaisted short,0,0.215
12541,1,super soft came,0,0.275
12542,1,amazing fell love stunning striking found run large sizing optimal fit great early,1,0.429365079
12543,1,flattering worried big hard built red flattering,2,0.236904762
12544,0,need tried wearing needed liked first runs small regular exaggerate sure happens tank confident,0,0.116666667
12545,1,great comfortable go fantastic gets,0,0.425
12546,1,swingy nice soft paired pink happy,0,0.4
12548,1,paired many different get,1,0.28
12549,1,lucky get additional fabulous made blue big figured id safe gone big shrinking,1,0.108888889
12550,1,love bought seeing cropped legs give got xs lost small mentioned seems meant worn ive tried sleeved great modern,2,0.39
12552,1,loved got small prefer glad got small loose love gorgeous thick soft tucked comes overall gorgeous,3,0.186467236
12553,0,short tummy,0,-0.25
12555,1,hoping true good,0,0.327777778
12556,1,detailed awesome looking tried regular high short returned regular excited,0,0.314230769
12559,1,beautiful much keep right made wide blouseyness short great combo amazing tall short,2,0.398701299
12560,1,loved cute petite little long,1,0.4828125
12561,1,great perfect hot worn nude light pink flattering subtle lb broad small ordered found large small say,0,0.245650183
12562,1,modern ive first trying realizing purchased took second followed versatile constant loose modern sitting incred,0,0.193006993
12563,1,adorable stylish received longing delighted nice swingy light great expect fantastic got,2,0.247222222
12564,1,love trying deciding goes wearing cant,3,0.333333333
12566,1,classic tried knotting seeing elegant created sold felt comfortable stylish dressing big intend small,0,0.258333333
12567,1,super soft great received anomaly run large,2,0.20952381
12568,1,tried full first soft believe wearing find fit wish ended thin,2,0.045
12569,1,bought got usual little baggy pictured liked much bought,0,0.151785714
12570,1,made large nice large ordered needed small small,0,0.105714286
12572,0,pictured wanted pictured small ordered petite great returning,1,0.125
12573,0,tried beautiful sizing comical long dragged visible bummed seem hanging,0,0.192200855
12574,1,large saw tried breathable runs large swimming fit left baggy normal,0,0.234656085
12575,1,amazing petite able figured high low able looks great fit amazing amazing,3,0.320196078
12576,1,made overexposed think thought skinny great,2,0.3875
12577,1,beautiful soft bright placed right swing pleased,0,0.489285714
12578,1,cute ive cropped pleated nice comfortable adds compared ive tried goes gapping big cartonnier small suggest ordering,0,0.29
12579,1,purchased long trendy based,1,0.47
12583,1,ordered long taken pain put tiny dart hoping,0,0.1125
12584,1,awesome hoping able able tried take small seemed little front fit thought short goes show first,2,0.253819444
12585,1,great fit comfortable see transitional accented good sipping,3,0.525
12586,1,tunic nice soft done comfortable advertised tunic made great casual,0,0.3875
12587,1,stunning flattering gorgeous,1,0.6
12588,1,favorite new adorable worried looking frumpy sized bought small want loose cute happy bought,3,0.28243007
12589,1,agree previous say high bought light perfect makes unique basic added,2,0.30525641
12590,1,soft great thin tried loved online flattering light disappointed little coming coming snowing underlayer think adds special paired,1,0.194345238
12593,1,tried small loved good last soft great removable easy washing different,11,0.383333333
12594,1,easy cool awesome great dressed tight loose owned,1,0.443167089
12595,1,large make look enormous depends alot type looking keep slim,0,0.108035714
12597,1,ordered based great arrived looked different decided ive tried soft comfortable fit great ended keeping ag,2,0.4375
12598,1,delightful saw brilliant purchased wonderful say muted brilliant considering getting golden go glad comes high shown wool fine,1,0.617666667
12599,0,many hesitant breasted first love beautiful unflattering confusing frayed huge double many go,0,0.209615385
12600,1,great worn forgotten great lost say flattering sure ilike frayed growing,1,0.47
12601,1,bold complete complained multiple skintoned underwear,0,0.404166667
12603,1,made seems hug flattering side wish came looked great hitting high,2,0.393214286
12604,1,small love stylish owned run small chose small thin,0,-0.021428571
12605,1,soft super soft put wearing detial looking light true tried,0,0.261507937
12606,0,thin run true bathing thin,0,0.02
12607,0,placed soft comfortable wanted small fit wanted tried separate going suggest athletic little,0,0.00125
12608,1,small vibrant ran small normal waist nice,0,0.090740741
12609,1,tried chose warranted felt cheap true usual find short looked endowed made broad liked,0,0.126041667
12610,0,strange cut complaint crooked shrunken attached received flawed ill sending,0,-0.27
12611,0,thin wanted thin anticipated fitted flaring portrayed positive beautiful stunning returning,0,0.102727273
12612,1,beautiful unique soft turquoise classic runs true ordered usual,4,0.290972222
12613,1,possible go,0,0
12614,1,nice athletic favorite animal fit largebusted defined looked frumpy,0,0.416666667
12615,1,love bought ordered working,1,0.266666667
12616,1,adorable thin flattering little typical waist swallowed short legs pictured makes rich coral,0,0.159469697
12619,0,impressed runs big exposing thin sloppy short purchased washed kept thin,0,0.04047619
12621,1,dressing saw beautiful inspired wanted overpowering wardrobe dressed dressed substantial wrinkle sloppy easy,0,0.302380952
12622,1,picked tunic several add skinny comfortable extra rolling gives unfinished ironing much embroidered beaded nice,0,0.13030303
12623,0,total excited disappointed came wadded wrinkled looking tried bizarre seems look right high,0,0.016130952
12624,1,nice want see decided fitting looked skinny bunched tapered wedgie fit different,0,0.30978836
12626,1,great wanted great perfect textured got large oversized good normal,0,0.583035714
12627,1,great exchanging mine wide good found waist working extra thought mentioning exchanged great,0,0.32797619
12628,1,removable fur lining live ordered small normal small decided keep followed,0,0.111976912
12629,1,ordered excited arrived based large upper,0,0.056547619
12631,0,disappointed looking tried came wrinkled pressed falls funny underneath falls funny sure looks fold pressed beautiful ordered,0,0.14
12632,1,great warm,1,0.5
12634,0,big big big made big athlete small much,0,0.08125
12635,1,please make perfect small buy,5,0.1125
12636,1,saw wanted missed ended getting full large usual several special weathered distressed severe commented say small,1,0.192142857
12637,1,tried cardigan loved much real looks online,2,0.525
12639,1,tunic ok stylish bought large usual gave sized largeit little ok loose relaxed fit little stitching,0,0.168374273
12641,1,huge sold went wide heavy wearing breathable see cool,1,0.056071429
12642,0,beautiful correct received fit different gray consistent bad wearable returning,0,0.2875
12643,1,faux fur small big add second seems little,1,-0.0359375
12644,1,great wide carried wish sold,2,0.566666667
12645,1,great great many,1,0.7
12646,1,great,0,0.466666667
12647,1,bought trying surprised cool great high tucked received come europe wish interesting,2,0.32625
12648,1,cute cute hard online dark brownish soft liked beading run large given ordered petite,1,0.232261905
12649,1,detailed expected good outside said need mindful sitting wearing,0,0.25
12650,1,finding comfortable first got felt stylish able needed,4,0.3875
12651,1,sized typical small beautiful short goes cardigan great,0,0.12037037
12652,1,perfect saw beautiful paired many uniqueness going flattering,2,0.51
12653,1,love many run large large returned large small large loved much took super nice,2,0.293154762
12654,1,transitional want fallish hot long sure navy compared looks navy little disappointing keeping,0,0.166517857
12655,1,looks great,4,0.37
12656,1,boxy large sure runs large flowered solid going small see solves weird fit nice comfortable overall,0,0.166233766
12657,1,went try broad muscular open perfect soft little short got large,6,0.317091837
12658,1,bought full said navy front nice dark casual true supposed loose,0,0.124825175
12659,1,gorgeous unique bought beautiful made perfect wearing birthday sure getting,0,0.534090909
12660,1,nice stylish true ordered thought perfect nice thin,2,0.394444444
12661,0,great hopeful disappointed received look soft stiff get horrible small got small short,0,-0.07202381
12663,0,small understatement left website many reveal defective expected small ordered accordinglythis representative sizing small previous described fit small,0,0.063333333
12664,1,going wedding looking different comes beautiful staring saying u looking petite perfect ready,7,0.475
12665,1,says website snug fit true tucking seems true long opens odd trick win,1,0.292592593
12666,1,great looking nice highwaisted fit little unfinished preferred deciding keep,0,0.377083333
12667,1,great makes favorite navy floral little,0,0.158928571
12668,1,comfortable beautiful beautiful made classy sexy fit loose different easy,0,0.371372218
12669,1,beautiful beautiful compared thick fitted uncomfortable mentioned think short high low true,0,0.226
12670,0,excited disappointed smudged attractive many little linen super heavy adds,3,0.123397436
12671,1,surprising ordered whim normal felt put flattering,2,0.528571429
12672,1,love purchased new eve say good soft perfect slimming flattering short full ordered regular petite needed little edging appropriate,3,0.330871212
12673,1,flattering tailored front flattering,0,0.1625
12674,1,great fit great ordered falling nearidenticallypatterned red mentioned illfitting unflattering build seems cut smallbusted lucked,0,0.226923077
12675,0,shown pose misleading front faded shown entire huge made,0,0.110714286
12676,1,adorable trying many loved see true perfect true,0,0.485714286
12677,1,cozy stylish make stylish wearing big got,1,0.159090909
12678,1,pleased bought trying got decided seemed big planned decided keep great layered fantastic structured sloppy,0,0.075925926
12679,1,great light light underneath little extra little wide purchased wish sized small,2,0.129545455
12680,0,thought,0,0.35
12681,1,turned received perfect great fit eve comfortable amazed received navy blue elegant comfortable makes easy thought zipping,6,0.466666667
12682,0,dashed thought xl able ended returning front tented weird disappointed,0,-0.05952381
12684,1,noticed open slouch loved bought,0,0.417006803
12685,0,scooped knit slip thin soft expected expected,0,-0.033333333
12686,1,perfect soft true lbs usual small improve,0,0.340909091
12688,0,loved flattering dry washed blue shrank front short due bad,2,0.102777778
12689,1,nice tried free surprised nice see magic makes usual knit gives soft beautiful,1,0.1875
12690,1,comfortable comfortable little large purchased gone small,0,0.115357143
12691,0,wanted high fit strange ordered usual small huge wide got sheer appears stamped richlycolored saw,0,0.050666667
12692,1,holding cant able secured believe sized sm took regular,3,0.3875
12694,1,eyeing ordering went loose purchased snug fitted comes wanted petite regular,1,0.062225275
12695,1,ordered decided creambeigeneutral trying looking much oversized different surprising left sorry neutral,1,0.222222222
12696,1,good come perfect fit found looks perfect dressing,1,0.785714286
12697,0,unattractive shortwaisted odd wide true,0,0.181481481
12698,1,ordered expect much appropriate flowy tried looked great wish came took large looked,0,0.441428571
12699,1,intend classic conservative makes strapless stunning,0,0.316666667
12700,1,beautiful looked beautiful loved came little short liking think make fit little overall think beautiful beautiful easy paired,2,0.340555556
12701,1,surprised went happened loved gone want ordered fitted lining short thigh bunch underneath makes enough,0,0.153030303
12703,1,know put look know clothing bought last wanted get new liked put casual young,1,0.20275974
12704,1,different interesting adorable makes washing attached excellent makes try get fit,1,0.48625
12705,1,adorable comfortable flattering true cant casual dressing high healed shrug nice fit true,5,0.238
12706,1,casual natural comfortable breathable casual weave asymmetrical fitted seems loose fitted,0,0.001117216
12707,1,awesome ive looking spend full,2,0.55
12708,1,buy studied bought fabulous soft fitted,1,0.216666667
12710,1,good great potential fit previous stated short waisted agree deciding want altering hemming purchased,0,0.288888889
12711,1,unable looks good likely due fiveyearold easy bought normal recommend current,2,0.167564103
12712,1,flattering loungewear skinny perfect want comfortable,0,0.633333333
12713,1,great agree hit high fit great willing small bothered seen strange particular noticed,0,0.256969697
12716,0,going nice seems attached short boxy good waisted go,0,0.20625
12717,1,bohemian saw standing outdoor setting fell noticed looked different studied fell liked fell giving slimming horizontal giving widening went local liked dummy matched,0,0.45
12718,1,forgiving purchased fit similar little awesome broad helped deter boxy little perfect soft great,1,0.339166667
12719,1,tried looked fitted relaxed casual able casual got stylish think waist helps finish polished rolled,1,0.089583333
12720,1,cute super flattering simple fresh,2,0.322222222
12721,1,keep throwing perfect fits unfinished refined needed attached zipping soft got make love much keep putting closet full particular,1,0.379924242
12722,1,tricky sizing great ordered usual found ordered fitted short tight tight big,0,0.121428571
12723,1,adorable said boxy unflattering similar patterned sizing small large petite made frumpy going,0,0.194897959
12725,0,great single large free came took ordered large large little snug kept large going,0,0.243344156
12726,1,wellstructured refined cardigan casual enough wearing smallerbusted,0,0.133333333
12728,1,walked great purchased seems run big,1,0.3875
12729,1,small amazing slimming elegant casual busted tight ive seen tried large big,1,0.118571429
12730,1,great fit looking wanted able lost extra great,2,0.483333333
12731,1,see came hesitated due got loved go shortened losing unfinished stable put happy large,4,0.317857143
12733,0,fitting fit know needed extra fit helps think helps enough,0,0.179563492
12734,0,hemming hawing want taken looks removed left remnant frayed looks sloppy bottom keep want extra done,1,0.116666667
12735,1,makes awesome makes,0,1
12736,1,elegant small extra small tried great live soft endowed unseamed leaving edgy live covering,1,0.17995338
12737,1,flattering ordered trying draping nice good great flattering received,2,0.461904762
12738,1,comfortable look soft big purchased small hard close whole comes easy dressed,1,0.001968864
12739,1,perfect dresses flattering ordered ribcage little great denim great frayed got straight thought interesting,1,0.4515625
12740,1,bought thought different great comfortable great solid falling opening horrible distracting uncomfortable happy wearing,0,0.183333333
12741,1,soft comfortable soft large ordered big worried,0,0.162380952
12742,1,got small lbspear shaped fit little due washed cold dried afraid getting sold careful,1,-0.092916667
12743,0,short worn taken look great want altered true,1,0.63
12744,1,ordered lbs perfect aware unfinished seem short large received,2,0.39375
12745,1,little start saying think love many classic flattering raw makes little fun stick weird negative aline little,3,0.20458734
12746,1,ordered small nice tucked tapered,0,0.41
12747,1,short paired chunky perfect felt ran ordered recommend wearing,2,0.104583333
12748,1,unusual beaded turns ordinary eyecatching bought different prefer little fit,0,0.1375
12749,1,got neutral categorized going folded scrunch wore went got ml got rolled scrunched recommend,0,0.244444444
12750,1,stunning flew local stunning reluctant high get much,0,0.265714286
12751,1,amazing,1,0.725
12752,1,little little rocknroll nice soft detailing blinded perfect great overnight,0,0.354166667
12753,1,good purchased happy mentioned purchased tunic hanging bad comfortable great wearing great good,0,0.333333333
12754,1,classy simple great looks awesome skinny liked ordered,1,0.4625
12755,1,many tried find took found great true purchased amazing athletic difficult find pair,6,0.247402597
12756,0,wanted pictured ordered big going thin seem beautiful,0,0.312142857
12757,1,beautiful sizing boxy great go skinny wide,0,0.467142857
12758,1,love bought transitional wearing expecting,3,0.41
12760,1,appears pink pink makes defined intense look athletic make unnecessary barre nice fitted true,0,0.100238095
12761,1,got see,0,0.09047619
12762,1,simple red turns simple little true large large boxy sloppy great,0,0.16453373
12763,1,artistic goes go casual extra bought red red fit true think big fitted,0,0.169723866
12764,1,great flattering great big,2,0.355357143
12765,1,perfect upordown got decent tucked nice little heavy slipsag flattering got red little coral,2,0.253787879
12766,1,seethrough bought sm designed thrilled bought light nude underwear short long reaching upper,3,0.175
12767,0,boxy sizing good said boxy big sized xs short going good adorable terrible,1,0.140277778
12768,1,perfect written pleating gives made say tts busty sized give high low paired adorable,0,0.293333333
12769,1,depending bought red little big meant big ive little giving little extra shrink washed ive many,1,0.175661058
12771,1,super bought eyeing went cute comfortable short great,0,0.422222222
12772,1,classic loved listed gave lined throughyey need adds extra thin,2,0.126638177
12774,1,required nice scrunch different,0,0.1375
12775,1,bought extra received little expected uncomfortable,0,-0.08125
12776,1,make special large takes styling got super keep,0,0.286394558
12777,1,ribbed sweaterknit theyre great featured looked comfortable different went slight wanted sizing ordered affordable ended fitting nice,1,0.35952381
12778,1,love little hit funny wish shortwaisted able,3,0.1703125
12779,1,great hot perfect ordinary regarding sizing make ordered narrow fit looking tight tucking front shown looks great,0,0.297402597
12780,1,bought many said big great tailored tightfitting shown detailing heavy compared light bought red bright red stunning arrived squished little tiny wrinkled,2,0.224166667
12781,1,wonderful comfortable great long easy green go,0,0.378333333
12782,1,classic amazing tried available large plunging low hanging came found id consider small say true,0,0.189177489
12783,1,perfect elegant balked satisfied made usa supima perfect reasonable lengthened ultimate bought dark says wearing extra find supima much bought dark usual,1,0.148148148
12784,1,received christmas gorgeous true goes whole romantic underneath neutral go,3,0.3
12785,1,wanted got little disappointedi found small fitted looked give little weird flat looks little funky good liked,3,0.174166667
12787,1,wearing first soft comfortable easy making good different nervous initial due saying great pear disagree belt wearing natural bloused,2,0.255769231
12788,1,flattering hoped love much little bit weird wanted extra adjustable rear substantial found extra middle flattering bought loved,0,0.053392857
12789,1,comfortable helps conceal tummy want,2,0.45
12791,1,love struggling find romper seems many short wanted hit upper short ordered hoped sure stylish short short made nice,1,0.211458333
12792,1,perfect bought typical loose baggy looking seems durable comes right ive worn simple,0,0.100265568
12793,1,loved fit balanced thigh nice,1,0.3328125
12794,1,expected tried ordered brought liked regular big ordered flattering comfrotable nice,0,0.228571429
12795,0,great poor excited seen looked perfect transitional casual arrived great slipped wearing ordered extra small said unflattering urged,0,0.1325
12796,1,nice classic interesting flattering small needed xs soft pleased,4,0.235185185
12799,1,beautiful unique loved laid beautiful unique striking adorable,0,0.592857143
12800,1,found happy found wonderful petite petite upper say true regular hemming regular noted reduce,1,0.3
12801,1,ordered oatmeal lbs usual say flattering long lean asap looks great happy,2,0.466666667
12802,1,excited waiting go hit new extra pulled little snug hit wrong tall manufactured,0,0.012310606
12803,0,wanted perfect stylish forgiving new ordered full seemed make seem sending,1,0.348295455
12804,1,different short revealed underneath worn many see wearing,1,0.279166667
12805,1,great washable appropriate little tie,0,0.3375
12806,1,short super short bought short consider large perfect,1,0.286147186
12807,1,great anticipated makes easy underneath true usual pulled comes bottom,0,0.297222222
12808,1,great shaped wanted runs small made felt long,0,0.205555556
12811,0,beautiful great wrinkle free low covered started come wash think recommend give got defective seems run large looks great,2,0.469480519
12813,1,amazing bought complimented make casual make professional comfortable ive,1,0.285714286
12814,0,excited discovered stepping looked slipped ive got going disappeared granted little bottom heavy flatter,0,-0.044791667
12815,1,nice good wanted odd made full hippy,0,0.336666667
12817,1,nice detailing tried gray detailing attracted tried loved leave wearing real fear much take small curvy generous,0,0.261111111
12819,1,flattering great received many,3,0.575
12820,1,picking,0,0.125
12821,1,warm,1,0.425
12822,1,soft stylish tunic great skinny ordered,1,0.455555556
12823,0,wanted large soft minded looked ridiculous wish ordered enough petite helped sad,2,0.256227106
12824,1,bought rich great,1,0.345833333
12825,1,warm soft dressed make enough big small got normal small,0,0.050457875
12826,1,disappointed small nice picky comfortable taking entire,1,0.22
12828,1,chic comfortable pulled super soft comfortable great runs little large ordered large able,1,0.29767316
12829,1,tried beautiful flattering ok keep adjustable waist,0,0.5625
12830,1,drew simple nice casual,0,0.15
12833,1,run big ive tried run large several sized normal normal different printed got bright red great great,7,0.318877551
12834,1,flattering perfect,0,1
12835,1,love sized small fitted light sheer great,0,0.2
12836,1,flattering elegant many little curve exclaimed elegant nice good,0,0.3640625
12837,1,love sized structured warm soft got percent classic got plum,3,0.373571429
12838,1,excited made loved wanted seem broadened started right flowed making boxy wide adorable go,0,0.299675325
12839,1,goes perfect ordered put couple said slim fit went big small little prevented,2,0.135277778
12840,0,poor washing according began worsened,0,0.133333333
12842,0,zippered excited came loose small swimming unzipping um detailed thought,1,0.287703963
12843,1,considered tried fell,2,0.5125
12844,1,low large good go see lasting started piling great,1,0.301785714
12845,0,returned purchased ended sitting bought green felt boring rare seem unimpressed,0,-0.05
12846,0,arrived damaged fell took unraveled returning,0,0
12847,0,nice cheap previous said cheap made cheap noticeable shipped starting pilling cant keeping last,0,0.208974359
12848,0,big ordered small big,0,-0.0375
12849,1,soft ive looking sometime warm wanted structured casual pale soft xs many due large large altered great,2,0.179033613
12851,1,buy gorgeous true flattering comfortable flattering little,5,0.3453125
12852,1,stylish draping new winterspring small slight fit fine fitted looking midthigh ive paired,2,0.317045455
12853,1,wanted warmth perfect alternative got wine lovely wool ive purchased recommended big large small,1,0.347428571
12854,0,convinced new favorite initial turned creased wrinkled sitting looked embarrassing saggy wrinkly radiating got gray possible different,1,-0.053914141
12855,1,great pant great find true slimming flattering comfortable great great basic,2,0.445
12856,1,fabulous soft fit beautiful subtle relaxed casual went looks,1,0.111111111
12857,1,loved colored thrilled reissued comfortable textured found regular wide elastic great cropped,1,0.39375
12858,1,beautiful soft fits little large take small small little big comfortable great,1,0.181377551
12860,1,comfortable great happy great great flat elastic makes comfortable good adds,0,0.597727273
12861,1,stylish thin tunic great casual pulled,0,0.225
12862,1,tunic good made good fyi boyish broad coupled straight haging comfortable,0,0.280484694
12863,1,pictured looking feminine pictured worried durable tiny solid awkward odd looking,3,0.170196078
12864,1,great ive bought past ive disappointed fit nice flat wish fitted got usual fit little charlie got regular,1,0.192261905
12870,1,wish little cute tight wish little tiny tentlike,1,-0.010714286
12871,1,comfortable placed thankful came think put shipped happy,0,0.335416667
12872,1,love short go running says tiny green green med got xss med looked big,0,0.178205128
12873,1,love favourite soft great good dry,4,0.405555556
12874,0,lose made little heavy retain,0,0.152083333
12875,1,love purchased great flattering,1,0.455555556
12876,1,great blue slimming gathered clean great wearing,0,0.366666667
12877,0,wanted holding similar loved swinging looking killed ordered liked arrived take hard,0,0.309722222
12878,0,small returned got huge checked huge asked defective,0,0.11
12879,1,layering bought love super soft oversized great belted,0,0.446666667
12880,0,hooded different expected xss large looked messy,0,-0.117142857
12881,0,loved fit tight curvy trying take ripped went tried ripped tried take much went,0,0.224603175
12882,1,beautiful tried whim cant next seems tts small pricey appropriate get,2,0.288888889
12883,1,soft bought getting married soft tempted got xss regular worried natural got got full,1,0.134615385
12884,1,great great seems nicley,0,0.8
12886,1,wonderful substantial appears faux feel lush french looks rich bought glad live fantastic,3,0.33844697
12887,1,fit great,0,0.304285714
12888,0,dissappointed looked great casual disappointed came centered front looks trying save cut centering expected appeared loved returning,0,0.021428571
12889,1,great ok adorable take loved funny short reworked made little belt ran know amazing little,0,0.281410256
12890,1,tricky great pattern nice little short small know received stupid seemed seam difficult wish,1,0.077564103
12891,1,amazing last fit true bought hug altered great nice looking,1,0.401078869
12893,0,short saw tunic sold thought several trolling comes disappointment nice looked high made tunic tunic bad,0,-0.029
12894,0,nice super soft coloring soft hoping super soft washing want returned,0,0.345238095
